,year,unitid,institution_name,city_txt,state_cd,zip_text,classification_code,classification_name,ef_male_count,ef_female_count,ef_total_count,sector_cd,sector_name,sportscode,sum_partic_men,sum_partic_women,rev_men,rev_women,total_rev_menwomen,exp_men,exp_women,total_exp_menwomen,sports
13621,2015,216524,Ursinus College,Collegeville,PA,194261000,6,NCAA Division III with football,772,855,1627,2,"Private nonprofit, 4-year or above",7,109,0,415838,NA,415838,415838,NA,415838,Football
31080,2016,216524,Ursinus College,Collegeville,PA,19426,6,NCAA Division III with football,719,820,1539,2,"Private nonprofit, 4-year or above",7,102,0,452309,NA,452309,452309,NA,452309,Football
48592,2017,216524,Ursinus College,Collegeville,PA,19426,6,NCAA Division III with football,702,783,1485,2,"Private nonprofit, 4-year or above",7,100,0,431821,NA,431821,431821,NA,431821,Football
66344,2018,216524,Ursinus College,Collegeville,PA,19426,6,NCAA Division III with football,692,713,1405,2,"Private nonprofit, 4-year or above",7,117,0,531569,NA,531569,531569,NA,531569,Football
117662,2019,216524,Ursinus College,Collegeville,PA,19426,6,NCAA Division III with football,719,735,1454,2,"Private nonprofit, 4-year or above",7,120,0,533213,NA,533213,533213,NA,533213,Football
15410,2015,230728,Utah State University,Logan,UT,843221400,1,NCAA Division I-FBS,8287,8691,16978,1,"Public, 4-year or above",7,111,0,8288817,NA,8288817,8288817,NA,8288817,Football
32873,2016,230728,Utah State University,Logan,UT,84322,1,NCAA Division I-FBS,8249,8639,16888,1,"Public, 4-year or above",7,108,0,8981573,NA,8981573,8981573,NA,8981573,Football
50406,2017,230728,Utah State University,Logan,UT,84322,1,NCAA Division I-FBS,8281,8761,17042,1,"Public, 4-year or above",7,110,0,10370950,NA,10370950,10370950,NA,10370950,Football
68181,2018,230728,Utah State University,Logan,UT,84322,1,NCAA Division I-FBS,8301,8982,17283,1,"Public, 4-year or above",7,110,0,10010163,NA,10010163,10010163,NA,10010163,Football
124795,2019,230728,Utah State University,Logan,UT,84322,1,NCAA Division I-FBS,7919,9016,16935,1,"Public, 4-year or above",7,112,0,13542393,NA,13542393,13542393,NA,13542393,Football
10699,2015,197045,Utica College,Utica,NY,135024892,6,NCAA Division III with football,1030,1375,2405,2,"Private nonprofit, 4-year or above",7,138,0,565782,NA,565782,560676,NA,560676,Football
28124,2016,197045,Utica College,Utica,NY,13502,6,NCAA Division III with football,1170,1560,2730,2,"Private nonprofit, 4-year or above",7,133,0,713113,NA,713113,690640,NA,690640,Football
45620,2017,197045,Utica College,Utica,NY,13502,6,NCAA Division III with football,1233,1659,2892,2,"Private nonprofit, 4-year or above",7,118,0,1579722,NA,1579722,1575044,NA,1575044,Football
63331,2018,197045,Utica College,Utica,NY,13502,6,NCAA Division III with football,1241,1659,2900,2,"Private nonprofit, 4-year or above",7,140,0,791208,NA,791208,784504,NA,784504,Football
107387,2019,197045,Utica College,Utica,NY,13502,6,NCAA Division III with football,1206,1604,2810,2,"Private nonprofit, 4-year or above",7,140,0,141896,NA,141896,758722,NA,758722,Football
3461,2015,141264,Valdosta State University,Valdosta,GA,31698,4,NCAA Division II with football,2940,4294,7234,1,"Public, 4-year or above",7,143,0,2456404,NA,2456404,1465334,NA,1465334,Football
20831,2016,141264,Valdosta State University,Valdosta,GA,31698,4,NCAA Division II with football,2851,4297,7148,1,"Public, 4-year or above",7,141,0,1612774,NA,1612774,1288399,NA,1288399,Football
38288,2017,141264,Valdosta State University,Valdosta,GA,31698,4,NCAA Division II with football,2739,4393,7132,1,"Public, 4-year or above",7,149,0,1415973,NA,1415973,1415973,NA,1415973,Football
55941,2018,141264,Valdosta State University,Valdosta,GA,31698,4,NCAA Division II with football,2540,4397,6937,1,"Public, 4-year or above",7,151,0,1545143,NA,1545143,1545143,NA,1545143,Football
82765,2019,141264,Valdosta State University,Valdosta,GA,31698,4,NCAA Division II with football,2412,4341,6753,1,"Public, 4-year or above",7,140,0,1337772,NA,1337772,1337772,NA,1337772,Football
4673,2015,152600,Valparaiso University,Valparaiso,IN,46383,2,NCAA Division I-FCS,1485,1573,3058,2,"Private nonprofit, 4-year or above",7,96,0,1109289,NA,1109289,1111190,NA,1111190,Football
22034,2016,152600,Valparaiso University,Valparaiso,IN,46383,2,NCAA Division I-FCS,1479,1717,3196,2,"Private nonprofit, 4-year or above",7,107,0,1133669,NA,1133669,1108158,NA,1108158,Football
39507,2017,152600,Valparaiso University,Valparaiso,IN,46383,2,NCAA Division I-FCS,1413,1724,3137,2,"Private nonprofit, 4-year or above",7,106,0,1320849,NA,1320849,1320503,NA,1320503,Football
57169,2018,152600,Valparaiso University,Valparaiso,IN,46383,2,NCAA Division I-FCS,1375,1730,3105,2,"Private nonprofit, 4-year or above",7,108,0,1221085,NA,1221085,1182843,NA,1182843,Football
87151,2019,152600,Valparaiso University,Valparaiso,IN,46383,2,NCAA Division I-FCS,1298,1626,2924,2,"Private nonprofit, 4-year or above",7,96,0,1243116,NA,1243116,1158267,NA,1158267,Football
14609,2015,221999,Vanderbilt University,Nashville,TN,37240,1,NCAA Division I-FBS,3436,3377,6813,2,"Private nonprofit, 4-year or above",7,98,0,26782777,NA,26782777,22154178,NA,22154178,Football
32078,2016,221999,Vanderbilt University,Nashville,TN,37240,1,NCAA Division I-FBS,3366,3442,6808,2,"Private nonprofit, 4-year or above",7,104,0,29036478,NA,29036478,23316024,NA,23316024,Football
49597,2017,221999,Vanderbilt University,Nashville,TN,37240,1,NCAA Division I-FBS,3315,3476,6791,2,"Private nonprofit, 4-year or above",7,102,0,30331584,NA,30331584,23476754,NA,23476754,Football
67367,2018,221999,Vanderbilt University,Nashville,TN,37240,1,NCAA Division I-FBS,3295,3486,6781,2,"Private nonprofit, 4-year or above",7,104,0,32108897,NA,32108897,28610632,NA,28610632,Football
121180,2019,221999,Vanderbilt University,Nashville,TN,37240,1,NCAA Division I-FBS,3296,3528,6824,2,"Private nonprofit, 4-year or above",7,111,0,33385110,NA,33385110,29215452,NA,29215452,Football
13652,2015,216597,Villanova University,Villanova,PA,190851699,2,NCAA Division I-FCS,3041,3349,6390,2,"Private nonprofit, 4-year or above",7,91,0,6566982,NA,6566982,6566982,NA,6566982,Football
31108,2016,216597,Villanova University,Villanova,PA,19085,2,NCAA Division I-FCS,3035,3434,6469,2,"Private nonprofit, 4-year or above",7,89,0,6650278,NA,6650278,6650278,NA,6650278,Football
48619,2017,216597,Villanova University,Villanova,PA,19085,2,NCAA Division I-FCS,3072,3449,6521,2,"Private nonprofit, 4-year or above",7,91,0,6928194,NA,6928194,6928194,NA,6928194,Football
66371,2018,216597,Villanova University,Villanova,PA,19085,2,NCAA Division I-FCS,3069,3491,6560,2,"Private nonprofit, 4-year or above",7,94,0,6765161,NA,6765161,6765161,NA,6765161,Football
117738,2019,216597,Villanova University,Villanova,PA,19085,2,NCAA Division I-FCS,3077,3448,6525,2,"Private nonprofit, 4-year or above",7,89,0,6957648,NA,6957648,6957648,NA,6957648,Football
15919,2015,234085,Virginia Military Institute,Lexington,VA,244500304,2,NCAA Division I-FCS,1534,183,1717,1,"Public, 4-year or above",7,95,0,3439684,NA,3439684,3439684,NA,3439684,Football
33393,2016,234085,Virginia Military Institute,Lexington,VA,244500304,2,NCAA Division I-FCS,1518,195,1713,1,"Public, 4-year or above",7,99,0,3440530,NA,3440530,3440530,NA,3440530,Football
50945,2017,234085,Virginia Military Institute,Lexington,VA,24450,2,NCAA Division I-FCS,1516,206,1722,1,"Public, 4-year or above",7,96,0,3614994,NA,3614994,3614994,NA,3614994,Football
68693,2018,234085,Virginia Military Institute,Lexington,VA,24450,2,NCAA Division I-FCS,1467,218,1685,1,"Public, 4-year or above",7,87,0,3721452,NA,3721452,3721453,NA,3721453,Football
126376,2019,234085,Virginia Military Institute,Lexington,VA,24450,2,NCAA Division I-FCS,1459,239,1698,1,"Public, 4-year or above",7,97,0,3823064,NA,3823064,3823064,NA,3823064,Football
15884,2015,233921,Virginia Polytechnic Institute and State University,Blacksburg,VA,240610131,1,NCAA Division I-FBS,14194,10606,24800,1,"Public, 4-year or above",7,121,0,48433646,NA,48433646,31150129,NA,31150129,Football
33358,2016,233921,Virginia Polytechnic Institute and State University,Blacksburg,VA,24061,1,NCAA Division I-FBS,14352,10823,25175,1,"Public, 4-year or above",7,119,0,53471351,NA,53471351,24995627,NA,24995627,Football
50909,2017,233921,Virginia Polytechnic Institute and State University,Blacksburg,VA,24061,1,NCAA Division I-FBS,15074,11481,26555,1,"Public, 4-year or above",7,123,0,55348135,NA,55348135,27864229,NA,27864229,Football
68657,2018,233921,Virginia Polytechnic Institute and State University,Blacksburg,VA,24061,1,NCAA Division I-FBS,15416,11709,27125,1,"Public, 4-year or above",7,120,0,56224912,NA,56224912,30123282,NA,30123282,Football
126262,2019,233921,Virginia Polytechnic Institute and State University,Blacksburg,VA,24061,1,NCAA Division I-FBS,16267,12272,28539,1,"Public, 4-year or above",7,121,0,50292457,NA,50292457,35625481,NA,35625481,Football
15932,2015,234155,Virginia State University,Petersburg,VA,23806,4,NCAA Division II with football,1661,2316,3977,1,"Public, 4-year or above",7,89,0,1179973,NA,1179973,1179973,NA,1179973,Football
33406,2016,234155,Virginia State University,Petersburg,VA,23806,4,NCAA Division II with football,1715,2307,4022,1,"Public, 4-year or above",7,62,0,1317883,NA,1317883,1317883,NA,1317883,Football
50958,2017,234155,Virginia State University,Petersburg,VA,23806,4,NCAA Division II with football,1681,2292,3973,1,"Public, 4-year or above",7,125,0,1320711,NA,1320711,1320711,NA,1320711,Football
68708,2018,234155,Virginia State University,Petersburg,VA,23806,4,NCAA Division II with football,1640,2222,3862,1,"Public, 4-year or above",7,119,0,1502282,NA,1502282,1502282,NA,1502282,Football
126452,2019,234155,Virginia State University,Petersburg,VA,23806,4,NCAA Division II with football,1620,2283,3903,1,"Public, 4-year or above",7,113,0,1373145,NA,1373145,1373145,NA,1373145,Football
15940,2015,234164,Virginia Union University,Richmond,VA,23220,4,NCAA Division II with football,605,802,1407,2,"Private nonprofit, 4-year or above",7,74,0,1200041,NA,1200041,1200041,NA,1200041,Football
33414,2016,234164,Virginia Union University,Richmond,VA,23220,4,NCAA Division II with football,570,741,1311,2,"Private nonprofit, 4-year or above",7,64,0,1219242,NA,1219242,1219242,NA,1219242,Football
50966,2017,234164,Virginia Union University,Richmond,VA,23220,4,NCAA Division II with football,552,644,1196,2,"Private nonprofit, 4-year or above",7,90,0,1166469,NA,1166469,1166469,NA,1166469,Football
68716,2018,234164,Virginia Union University,Richmond,VA,23220,4,NCAA Division II with football,504,595,1099,2,"Private nonprofit, 4-year or above",7,97,0,1250154,NA,1250154,1250154,NA,1250154,Football
126490,2019,234164,Virginia Union University,Richmond,VA,23220,4,NCAA Division II with football,508,507,1015,2,"Private nonprofit, 4-year or above",7,102,0,1626275,NA,1626275,1320032,NA,1320032,Football
10729,2015,197197,Wagner College,Staten Island,NY,103014495,2,NCAA Division I-FCS,630,1084,1714,2,"Private nonprofit, 4-year or above",7,140,0,3289259,NA,3289259,3310219,NA,3310219,Football
28157,2016,197197,Wagner College,Staten Island,NY,10301,2,NCAA Division I-FCS,671,1091,1762,2,"Private nonprofit, 4-year or above",7,142,0,3310565,NA,3310565,3303634,NA,3303634,Football
45654,2017,197197,Wagner College,Staten Island,NY,10301,2,NCAA Division I-FCS,639,1082,1721,2,"Private nonprofit, 4-year or above",7,143,0,3416183,NA,3416183,3416183,NA,3416183,Football
63365,2018,197197,Wagner College,Staten Island,NY,10301,2,NCAA Division I-FCS,605,1113,1718,2,"Private nonprofit, 4-year or above",7,126,0,3671611,NA,3671611,3636726,NA,3636726,Football
107481,2019,197197,Wagner College,Staten Island,NY,10301,2,NCAA Division I-FCS,554,1105,1659,2,"Private nonprofit, 4-year or above",7,118,0,3834505,NA,3834505,3836260,NA,3836260,Football
11246,2015,199847,Wake Forest University,Winston-Salem,NC,27106,1,NCAA Division I-FBS,2278,2527,4805,2,"Private nonprofit, 4-year or above",7,106,0,19922855,NA,19922855,16611110,NA,16611110,Football
28684,2016,199847,Wake Forest University,Winston-Salem,NC,27106,1,NCAA Division I-FBS,2305,2594,4899,2,"Private nonprofit, 4-year or above",7,110,0,23955942,NA,23955942,18880147,NA,18880147,Football
46188,2017,199847,Wake Forest University,Winston-Salem,NC,27106,1,NCAA Division I-FBS,2346,2700,5046,2,"Private nonprofit, 4-year or above",7,105,0,25793812,NA,25793812,19360660,NA,19360660,Football
63910,2018,199847,Wake Forest University,Winston-Salem,NC,27106,1,NCAA Division I-FBS,2439,2732,5171,2,"Private nonprofit, 4-year or above",7,119,0,26722457,NA,26722457,21462286,NA,21462286,Football
109404,2019,199847,Wake Forest University,Winston-Salem,NC,27106,1,NCAA Division I-FBS,2447,2792,5239,2,"Private nonprofit, 4-year or above",7,125,0,24698755,NA,24698755,24698755,NA,24698755,Football
11948,2015,206437,Walsh University,North Canton,OH,447203396,4,NCAA Division II with football,756,1117,1873,2,"Private nonprofit, 4-year or above",7,134,0,1609166,NA,1609166,1597466,NA,1597466,Football
29386,2016,206437,Walsh University,North Canton,OH,44720,4,NCAA Division II with football,731,1047,1778,2,"Private nonprofit, 4-year or above",7,130,0,1807930,NA,1807930,1763258,NA,1763258,Football
46891,2017,206437,Walsh University,North Canton,OH,44720,4,NCAA Division II with football,732,1001,1733,2,"Private nonprofit, 4-year or above",7,130,0,1757043,NA,1757043,1662503,NA,1662503,Football
64635,2018,206437,Walsh University,North Canton,OH,44720,4,NCAA Division II with football,711,984,1695,2,"Private nonprofit, 4-year or above",7,135,0,1850442,NA,1850442,1792428,NA,1792428,Football
111904,2019,206437,Walsh University,North Canton,OH,44720,4,NCAA Division II with football,695,918,1613,2,"Private nonprofit, 4-year or above",7,124,0,1885951,NA,1885951,1840315,NA,1840315,Football
5065,2015,154527,Wartburg College,Waverly,IA,506770903,6,NCAA Division III with football,696,777,1473,2,"Private nonprofit, 4-year or above",7,125,0,406378,NA,406378,406378,NA,406378,Football
22424,2016,154527,Wartburg College,Waverly,IA,50677,6,NCAA Division III with football,686,747,1433,2,"Private nonprofit, 4-year or above",7,133,0,405236,NA,405236,405236,NA,405236,Football
39902,2017,154527,Wartburg College,Waverly,IA,50677,6,NCAA Division III with football,686,786,1472,2,"Private nonprofit, 4-year or above",7,119,0,403857,NA,403857,403857,NA,403857,Football
57572,2018,154527,Wartburg College,Waverly,IA,50677,6,NCAA Division III with football,675,781,1456,2,"Private nonprofit, 4-year or above",7,138,0,406142,NA,406142,406142,NA,406142,Football
88435,2019,154527,Wartburg College,Waverly,IA,50677,6,NCAA Division III with football,661,800,1461,2,"Private nonprofit, 4-year or above",7,120,0,426332,NA,426332,426332,NA,426332,Football
5434,2015,156082,Washburn University,Topeka,KS,666210001,4,NCAA Division II with football,1531,2133,3664,1,"Public, 4-year or above",7,122,0,1514764,NA,1514764,1514764,NA,1514764,Football
22807,2016,156082,Washburn University,Topeka,KS,66621,4,NCAA Division II with football,1576,2205,3781,1,"Public, 4-year or above",7,122,0,1522876,NA,1522876,1522876,NA,1522876,Football
40297,2017,156082,Washburn University,Topeka,KS,66621,4,NCAA Division II with football,1615,2258,3873,1,"Public, 4-year or above",7,139,0,1709769,NA,1709769,1709769,NA,1709769,Football
57974,2018,156082,Washburn University,Topeka,KS,66621,4,NCAA Division II with football,1472,2261,3733,1,"Public, 4-year or above",7,149,0,1720702,NA,1720702,1720702,NA,1720702,Football
89745,2019,156082,Washburn University,Topeka,KS,66621,4,NCAA Division II with football,1406,2146,3552,1,"Public, 4-year or above",7,144,0,1661822,NA,1661822,1661822,NA,1661822,Football
13666,2015,216667,Washington & Jefferson College,Washington,PA,15301,6,NCAA Division III with football,673,629,1302,2,"Private nonprofit, 4-year or above",7,142,0,493602,NA,493602,501355,NA,501355,Football
31122,2016,216667,Washington & Jefferson College,Washington,PA,15301,6,NCAA Division III with football,704,665,1369,2,"Private nonprofit, 4-year or above",7,139,0,485402,NA,485402,485402,NA,485402,Football
48633,2017,216667,Washington & Jefferson College,Washington,PA,15301,6,NCAA Division III with football,721,652,1373,2,"Private nonprofit, 4-year or above",7,144,0,504361,NA,504361,506708,NA,506708,Football
66385,2018,216667,Washington & Jefferson College,Washington,PA,15301,6,NCAA Division III with football,682,651,1333,2,"Private nonprofit, 4-year or above",7,131,0,502865,NA,502865,479087,NA,479087,Football
117774,2019,216667,Washington & Jefferson College,Washington,PA,15301,6,NCAA Division III with football,602,641,1243,2,"Private nonprofit, 4-year or above",7,113,0,468466,NA,468466,468466,NA,468466,Football
15959,2015,234207,Washington and Lee University,Lexington,VA,244502116,6,NCAA Division III with football,936,907,1843,2,"Private nonprofit, 4-year or above",7,73,0,423654,NA,423654,423066,NA,423066,Football
33433,2016,234207,Washington and Lee University,Lexington,VA,24450,6,NCAA Division III with football,939,879,1818,2,"Private nonprofit, 4-year or above",7,76,0,446006,NA,446006,442287,NA,442287,Football
50986,2017,234207,Washington and Lee University,Lexington,VA,24450,6,NCAA Division III with football,942,875,1817,2,"Private nonprofit, 4-year or above",7,73,0,445797,NA,445797,445797,NA,445797,Football
